,R&D,Administration,Marketing,Profit,Location
1012,113378.63236218024,43549.12038201642,192538.75900322554,83986.94584248553,0.0
1013,82983.4817840873,39367.09304988991,186513.29627977867,67598.62293635198,0.0
1014,85617.50900754325,32852.60834713345,182186.77549952688,106942.72614724637,0.0
1015,84472.10075423324,32690.83637307298,236397.28089276465,104579.43721249812,0.0
1016,101873.7533310483,31332.861569917357,171861.4866256436,116966.48911308983,0.0
1017,97181.56253175621,35532.06844477605,268250.92015895416,116992.35605255107,1.0
1018,116016.33045800027,36378.04429692453,205552.16528897392,120646.3626768957,0.0
1019,94626.46268348914,32476.93655427384,275383.4585456711,116185.32014696111,1.0
1020,50861.29154808636,33489.67367454033,326473.7052960194,100440.69759477722,0.0
1021,79006.70775763891,37756.87013957134,192383.4149060976,81013.34338976684,0.0
1022,70875.85174308441,28939.589443580982,250238.63928092783,110957.86195355319,0.0
1023,53262.00954547246,35914.48880633165,295903.47529774247,88790.51565454011,0.0
1024,65999.37994961624,41304.63621899624,328163.19376376393,79772.16740765676,0.0
1025,96583.43187257201,30681.60580842285,174342.81208798516,116940.89367373502,0.0
1026,103454.18428601227,26041.54163162212,140806.49748662463,126568.00451257628,0.0
1027,65216.119227351555,25310.615581581435,319225.75704705075,138956.94082204186,0.0
1028,66763.31482009756,31779.5501737694,175767.91671435657,76016.56446212583,0.0
1029,120963.52991628642,39795.26173391243,246922.07167166908,115853.30600813049,1.0
1030,67767.09592420532,36773.58704636489,291786.1938805159,83568.02772663081,0.0
1031,104877.74045276827,29568.73954643487,235294.4388016312,132612.70005288903,1.0
1032,72532.49895627583,38413.664818974736,351463.48127368285,108976.4687561594,0.0
1033,115671.1038213224,28802.67465422456,230520.88510081344,142272.39641494796,0.0
1034,76680.52481645012,34400.81264855307,282692.89535269013,111036.84203672776,0.0
1035,88294.05566406726,32581.012435657503,299351.4516189647,120569.89432030011,0.0
1036,86105.16524511192,35684.89125879554,317782.4354239134,126093.43667958232,0.0
1037,92993.81561761849,35030.18179959494,265643.0414813705,121780.89957316023,1.0
1038,99447.71559454601,33543.06386643024,152756.25818940366,110809.83172526599,0.0
1039,65390.203609243894,30555.93075717846,191632.9831801827,97205.77843931093,0.0
1040,29956.912570586584,28245.096754762766,284844.2939900032,93767.51707143725,0.0
1041,101193.8917428447,32792.899301327474,143876.22834375635,110308.54392737329,0.0
1042,83418.8499676417,35078.63418411792,254469.38135266365,104668.93953356768,0.0
1043,90180.00009461251,39443.22575298953,247126.27431619188,96294.92342818968,0.0
1044,95143.76410609401,39785.88052319888,223928.9849332647,95302.32228449173,0.0
1045,122818.04033135097,38157.82698106327,127335.6481592614,105590.65020773612,0.0
1046,76166.14843939041,26606.874075230422,253212.82452824322,125114.9670523219,0.0
1047,53591.02637987666,32078.671586403536,290179.2830415022,91865.53369335612,0.0
1048,111777.958415122,31874.68435118961,200888.24632856366,125219.74822507855,0.0
1049,88230.22028336392,37216.42299459444,347476.1466625402,112009.02545893252,0.0
1050,135319.24016329093,39415.85675063701,293522.94483275514,139200.6411909921,1.0
1051,74716.2761367026,36560.71808313005,288123.9957997767,95950.98996393032,0.0
1052,103446.74719542605,36822.50857134325,294961.10050088586,117230.71318161061,1.0
1053,71364.25339791966,30648.69976249268,136267.79777433912,82035.78207408926,0.0
1054,100329.85992250101,34097.77648779368,228195.1169357296,116644.60705932637,0.0
1055,100984.8264934383,32143.310886149124,316668.24490581366,139498.54503094347,1.0
1056,65813.42598032259,42337.61509250097,243756.9916409429,65859.87516423159,0.0
1057,93580.23320847249,34122.19691777309,196630.4859872126,103038.88796764992,0.0
1058,112669.32543770567,26451.65581123943,209230.0645128192,148520.36889309972,0.0
1059,84505.12661756539,32135.264775148997,269565.41664124496,114160.70146572395,0.0
1060,122652.65352060371,42094.93456723644,256858.76395568252,121346.43208035198,1.0
1061,136627.49345089303,38043.33963065769,152754.65666781116,124118.21308558615,0.0
1062,103181.31255049883,30000.652337724263,191098.59389137113,120588.8585216041,0.0
1063,109681.34877601295,37018.155106428916,255682.62754515815,128582.75686957201,1.0
1064,113314.22757731032,33492.11080670036,215198.68118197424,127299.92781817682,0.0
1065,114456.34529198393,33935.74914613718,203767.11040256787,132284.71050833035,0.0
1066,107334.90110260432,40312.504258081644,173582.13539248763,95289.8658253227,0.0
1067,92717.52484292409,22325.10724571949,264471.1517047684,152347.86136690786,1.0
1068,96300.97822146774,32995.69330644625,281386.8401023446,123708.75061082612,1.0
1069,92168.17137566528,36557.503784562614,269778.3850387996,108312.71486051445,1.0
1070,102974.25488249767,26631.62035666612,241443.50955450503,144567.97865798647,1.0
1071,90812.00783660922,30178.720028799005,256727.1012739704,120520.4171974353,0.0
1072,116165.51763601069,35456.78268515767,275664.46418666316,141212.10824948826,1.0
1073,99955.281938493,35063.2922610879,216900.27196636674,116483.03778631212,0.0
1074,69502.88014417536,30300.867662593533,164316.4075749911,92805.82202233507,0.0
1075,95004.54988717556,33924.60121062762,289180.8244081503,118939.06862708414,1.0
1076,83142.73248784772,34690.31770937497,278771.7425491884,112112.14224438486,0.0
1077,90884.75644866512,35566.87611212983,208241.46124308478,104601.84728034835,0.0
1078,113451.90448678643,29552.632406422163,135582.30107799466,122870.71088332309,0.0
1079,104159.25617753754,39072.36883102532,182285.34907176878,97700.25955443435,0.0
1080,47838.56016066044,33027.678446982674,249510.79741320465,74512.78450279456,0.0
1081,88499.7261332794,34250.02127514747,286506.74055114825,112440.94444402083,0.0
1082,68631.98957684443,35442.73946047719,175344.35335028236,83845.55328111548,0.0
1083,94740.44474693618,37156.53933766163,315336.69178686646,120177.76376592429,1.0
1084,100617.91764936358,35049.01310447861,80007.53017333144,91868.40005017459,0.0
1085,85209.50585430535,26921.87321601153,217940.2078366502,123308.6495068718,0.0
1086,102463.31751466556,27066.381679899227,258242.0167463096,147222.4544501106,1.0
1087,74133.41114240588,28653.00993515307,151411.63231310516,96719.31970702308,0.0
1088,98429.47397271529,37855.09235032401,195499.9776704985,99124.54974951086,0.0
1089,117025.7626379898,27094.986635243575,194564.49948084055,149082.9073696466,0.0
1090,110309.29393443308,38935.4250047016,283600.6285248005,109485.38901694254,1.0
1091,114354.27197534357,31697.39632222856,292226.6805515417,156447.21301058837,1.0
1092,73790.84069366682,49101.55667625367,145121.8105479941,30976.001307472536,0.0
1093,126204.474939831,36976.24988278355,174263.83961604387,119731.39421062896,0.0
1094,110958.86776417856,24124.401186112544,328410.17494423385,192082.0526170016,1.0
1095,76096.4691043758,31657.54018174811,191257.6161788698,91907.88317974775,0.0
1096,109815.52399861102,33522.1108646825,265874.136708981,138158.14327678434,1.0
1097,90058.6859233587,29095.571112811504,41650.119462777344,93835.03786977637,0.0
1098,102221.55971441156,30266.92240252594,102138.80215155904,112823.82704892481,0.0
1099,113881.31937463094,34534.042327820454,252300.48547452813,136073.15127240735,1.0
1100,68934.71528310906,31980.8082791597,279363.88195883227,117770.17421280289,0.0
1101,104329.27898273109,29506.20448850697,274040.26733600657,133103.21243434236,1.0
1102,93545.07935400304,41696.69596021285,282912.54420413077,93655.82136569789,1.0
1103,96445.47546476481,31697.82674974134,292895.65685939806,142896.42367565125,1.0
1104,93711.95081771644,34450.87427663368,234702.486638196,110230.68921741331,1.0
1105,64138.696818739016,33050.382945585545,285886.87167278177,98939.86925005964,0.0
1106,112363.32066275661,38817.13961049047,262808.4287180573,119383.03458634307,1.0
1107,98793.3125824655,24866.557730237248,220163.53564306954,141967.32828916432,0.0
1108,107217.49527439743,39243.5493715764,101804.83654365443,83472.39240153493,0.0
1109,88031.52431732696,33101.04766280837,241199.26415174763,109749.85583907044,0.0
1110,117880.64206346548,31186.755009873712,213340.5199996741,139054.6559993073,0.0
1111,92431.88937082345,35701.86365537251,356676.7816121527,136477.85238550705,1.0
1112,95973.2562966841,29894.69822283735,109412.27640805328,113208.97436509622,0.0
1113,90157.37410569438,32980.04344338877,346329.3630337507,132611.02346798003,0.0
1114,60980.464333780794,33454.23239723756,201322.69629569884,84312.62095456124,0.0
1115,85473.6752987673,35251.126627129255,265582.9615806415,106487.62145677315,0.0
1116,77457.06082782873,34025.27605245034,392843.16629908676,123318.17322206873,0.0
1117,97531.8212846834,37253.13679063205,318722.4880918235,111878.06184488953,1.0
1118,109295.62404751574,40968.50342946291,185944.9227138142,84932.24533580666,0.0
1119,106497.16375598613,30304.857176909252,252777.16905064715,136436.01475812128,1.0
1120,138364.56686774327,34117.14296462604,292468.2250560776,156327.08342749396,1.0
1121,72034.6721916268,33007.151324553415,234855.2039368661,95581.47719384664,0.0
1122,63990.569351471626,39443.017575945756,115662.6668790439,53835.35813888137,0.0
1123,86710.22164081992,38085.960419866504,387303.39950656664,115634.98983012876,0.0
1124,75928.55979380527,34320.35904689021,271450.9685384941,101928.68305329003,0.0
1125,61716.636174468,40313.876878936106,327892.34365696006,77941.83820265133,0.0
1126,113446.18489938656,38350.95149162996,294659.5311328503,129319.25610799728,1.0
1127,85746.75362357245,25778.469004251485,283421.34609434975,143146.8805472934,0.0
1128,110852.96284546486,26861.978652463706,312029.72620884445,170974.23301869773,1.0
1129,86124.91600116977,34881.789850894565,115469.77145075533,72746.48433662817,0.0
1130,70191.8525559714,33605.36247668583,402611.8690450722,118623.5987425835,0.0
1131,115083.19847784264,36065.306600105236,128577.05244499455,102720.54764697731,0.0
1132,94859.61663382885,31033.094298271793,215221.6082162273,109412.09821938789,0.0
1133,93580.00742355887,27129.150553937205,178917.30604775366,129872.8301566787,0.0
1134,135139.58080832448,38974.087217763015,219823.6761079163,131766.25089264833,0.0
1135,88554.42683236663,30055.735022257406,204539.26576625256,108768.44087734958,0.0
1136,84235.83860720962,38174.46544529642,259192.11698380325,90865.37983446603,0.0
1137,81098.93661784017,30499.129197140443,216780.13597385903,108516.07093678376,0.0
1138,115015.96738525771,32997.72328458204,194455.5509500863,128199.27296202193,0.0
1139,79999.21081093833,36805.794826511425,302917.34326250287,101259.62539966377,0.0
1140,81711.76609358289,33663.02603309174,254898.23298202208,106667.38711909826,0.0
1141,87488.97421592897,30420.241609372966,180365.01345070315,124215.09351022114,0.0
1142,75266.51104387878,36283.183050050066,202179.89595932822,74883.97281922164,0.0
1143,111385.09206062093,35376.46609145137,288509.47217902984,120319.8497238652,1.0
1144,79719.85773382547,35919.84985366081,296051.4817912337,110740.51602000206,0.0
1145,79452.47276441976,40172.95025686271,215913.56550955956,68588.55033146875,0.0
1146,91254.03918435892,30327.860176156166,172195.89325405314,115462.06495384159,0.0
1147,92730.40541581642,34601.75860674857,287550.43172554875,128796.16814879034,1.0
1148,71097.56334163788,35387.59798934616,306613.84196794225,113904.62012861564,0.0
1149,103863.26384656277,31571.575580908255,225733.45960169367,130009.99775976637,0.0
1150,96577.94792666208,26382.23001979906,276948.7618393233,148746.48879815175,1.0
1151,79802.43706866252,40025.18068049726,310958.49916007416,102259.97546378862,0.0
1152,80594.14041397985,34359.28862463311,200106.20183313446,87269.6243952591,0.0
1153,101650.98028394839,34305.880630486485,163973.4213969606,103531.27253212433,0.0
1154,101479.55466705585,34864.72931488648,299258.2059674387,135029.10789181298,1.0
1155,113456.53304206574,34774.43604019756,198730.52153355506,120679.72727646811,0.0
1156,88878.63032109721,34930.078630318996,293783.64157834626,116240.24557984175,0.0
1157,93817.73826070005,36196.07459011064,414954.4691567324,148956.5560166746,1.0
1158,86796.67251120563,31405.21180797031,234737.28571008926,114223.81139667523,0.0
1159,91394.2451848294,44746.03734889941,200898.5877792104,67159.05120896283,0.0
1160,83128.35422159571,36381.75174113375,183789.27229300293,87156.27358111973,0.0
1161,107770.76176849229,36896.951018756416,204685.243053873,116534.99726699469,0.0
1162,97577.12088643548,41982.32345140536,276048.82708260574,100492.77704762167,1.0
1163,112390.75265906466,32549.075121940838,288597.28275594936,145361.41820746355,1.0
1164,127338.06996091186,38395.73038397314,225389.2005614627,125007.58945933545,0.0
1165,107049.3868464125,37023.73565539464,201761.05099041533,101449.0751529395,0.0
1166,91947.8648163731,34015.865421358656,243573.04995804737,108729.00559138194,1.0
1167,80757.0029547751,33064.4458819337,214898.07595851764,102265.39110079852,0.0
1168,85684.5786858127,40067.59981675373,129537.09274752076,71138.18365306899,0.0
1169,90331.36749298518,29748.83873623405,209810.67373904266,114187.9046930107,0.0
1170,85509.63239210236,41017.72997032084,286469.9409627827,90805.84260936006,0.0
1171,87964.09663140748,42723.63420272691,185521.60763281753,68348.3365582911,0.0
1172,60470.20807630986,33201.11146566144,209263.07315507514,86324.96805253897,0.0
1173,128849.92395441765,37983.90861168635,254381.41806844075,132928.22087661887,1.0
1174,100749.4845251692,30189.735618384322,334259.10503662325,159687.38921370875,1.0
1175,73870.75912326759,30010.973633366666,173944.54143231644,96799.21384981414,0.0
1176,62445.02685238338,40641.444297511036,156861.89247805584,47693.587933506824,0.0
1177,95162.11136001398,26805.744203777398,131746.964228436,124836.07714046944,0.0
1178,91485.139746574,22276.24560489185,233629.05020854177,147996.81780805782,1.0
1179,104296.73954953834,35285.00432794289,113149.03340636214,93068.10941393962,0.0
1180,86162.79770979614,40964.85106601262,162391.91538724457,69443.17553032191,0.0
1181,58314.959395698315,31054.109434547707,284494.5701270785,98821.09158538186,0.0
1182,115193.21414353515,43371.65712389087,232582.37583484952,103492.64782336769,1.0
1183,110956.05834001525,34484.4413555557,250304.40420227236,134661.4624715059,1.0
1184,96444.41482636057,41162.59558177616,259818.30776200537,96074.27022162054,1.0
1185,110415.23737613161,29651.23955592508,176002.09953135235,132367.48473666765,0.0
1186,103551.75429632049,35337.00442745481,253294.8688730962,128558.7449948795,1.0
1187,118326.66428637285,32401.269884271213,206642.23320188452,127151.9397127187,0.0
1188,94264.8211715213,38074.2926474468,323886.18711675477,122970.11873846756,1.0
1189,35594.95568506735,37378.40693044366,363547.1182186611,65863.04670161204,0.0
1190,89913.00053897712,33395.733386895445,249460.58581197888,108644.3059434089,0.0
1191,100170.37100301683,38136.72820037842,280285.29716373415,115293.62716708978,1.0
1192,87426.80753799228,30909.671628779783,265129.55825511593,129988.49580066511,0.0
1193,90941.81212676133,31302.94153711025,289995.7346939999,122562.67442863854,1.0
1194,109806.54127215136,39710.911959984725,155184.07131308084,81572.51152059557,0.0
1195,83462.57289594422,38867.192511389905,145415.91579842567,68980.56120313554,0.0
1196,92411.14043109091,34637.11167695362,284948.20884009753,115827.67500050504,1.0
1197,86390.49764941385,37715.04729715074,281794.4645534353,105484.15189215617,0.0
1198,132048.1020432863,40303.48207627887,248762.64593750818,120713.21522672533,1.0
1199,75630.35186150868,35721.67169965024,175156.23346261136,76028.99280374125,0.0
1200,89788.91528396322,30096.794773865302,215771.3032420702,114850.44988139656,0.0
1201,68833.48723027427,32918.84942173827,224500.21639619247,99662.29251849106,0.0
1202,94756.4890232352,36136.74440338586,352931.02135424135,128251.07231887314,1.0
1203,101495.73680242791,35281.33423691209,306305.9978603546,133542.74495969532,1.0
1204,146990.08172663473,32708.108229523532,211412.6076600004,161444.7147177528,0.0
1205,88696.91943328657,36763.93236910552,195196.54235068205,72922.48661640956,0.0
1206,88573.99726893278,30727.136751219907,188130.85362972115,107246.36079654498,0.0
1207,113603.79550233584,30079.23213715624,220701.7579783757,140611.23306381266,0.0
1208,95404.59691366638,28338.70175649529,221814.1631920892,130871.17400390185,0.0
1209,55560.49460707339,30680.78468654979,76352.6337192808,56875.5905171952,0.0
1210,58382.42381236664,25851.417056858896,333123.2132932428,132833.74759918213,0.0
1211,116855.37743665215,34780.554377863875,273920.6329791847,138342.01841217437,1.0
1212,96312.56396641264,32965.761172467784,208750.1358069607,107677.73818302661,0.0
1213,128855.44939983542,36416.68879873198,320001.57612409384,154402.84328612193,1.0
1214,73574.28088055883,30856.980589607538,271531.78650442034,122688.29669548884,0.0
1215,145462.09749758322,39336.85014881696,211932.853971903,133660.58370540317,0.0
1216,104672.78930108392,35093.45199466797,280264.47528572765,132309.1997578625,1.0
1217,72451.74107839454,36526.246982982586,206701.86421061528,81475.40555525185,0.0
1218,106025.04738838437,39521.077145598065,214088.9052472173,94405.93234058347,0.0
1219,83634.88280107547,29873.591781591655,239450.10248758234,119939.82880401192,0.0
1220,101033.61376385536,27756.55101567366,270137.6887693186,140684.67233545202,1.0
1221,92793.09575609527,32396.957610307705,203706.54847448212,110157.70173013794,0.0
1222,89105.84686043292,28336.813928663312,317043.39983807324,137411.26418626704,0.0
1223,81972.5416396835,34375.08705093716,356963.09908930963,123382.44167766393,0.0
1224,91772.14174443657,28681.935463950293,185275.15719593145,115880.61805340889,0.0
1225,113631.92438659318,33866.61357985367,224741.7417708053,135197.09667981951,0.0
1226,111704.02973250423,26993.397326973693,204011.91891927467,154657.01911370893,0.0
1227,111084.2008305449,37275.58928312197,306759.9733300052,131284.54095187195,1.0
1228,98144.64605066013,42878.78908761769,276208.71813090384,100159.6607179518,1.0
1229,79846.20236976868,31491.94991653934,373470.4054408874,132006.55851834675,0.0
1230,104555.13268329187,41617.229365305,260732.86966050565,98462.6254625877,1.0
1231,106511.53064927763,33470.45983649108,203786.6364193908,114654.57293264198,0.0
1232,127897.15302015073,41079.46944145292,170952.64752717695,107053.35398889227,0.0
1233,84645.67522144386,36324.60375582895,321047.8485508964,114370.38622739534,0.0
1234,115254.17683035647,38974.68179464337,217596.16810023837,107465.89008127886,0.0
1235,86846.37729225286,40015.76776529065,284799.0497265641,102268.34049180521,0.0
1236,89732.52703163367,36567.5410475642,270043.05938008765,110341.38502695148,0.0
1237,128182.84834634067,28490.626388762365,210111.04791294405,158392.47605883187,0.0
1238,93170.93818015458,34140.26764768998,239731.84527392735,113688.34489082804,1.0
1239,80952.76234330662,36269.59458812209,125019.03742931246,66779.05116688146,0.0
1240,101614.98352708582,37280.47386483589,127581.98787101002,93388.1648305079,0.0
1241,53901.20412434412,39862.02286975483,198248.2267599996,55914.07964545855,0.0
1242,89944.98822958252,33559.01775154701,208433.86025607304,90938.81480145997,0.0
1243,128633.83996157716,32623.753727188257,142032.11976515842,136558.72302490985,0.0
1244,127450.32228888734,38288.39663415052,223779.8239775692,128441.86649154051,0.0
1245,103451.88561712456,35107.516849533204,234877.97347138912,116493.24026756884,1.0
1246,119172.82682256338,37613.30642155849,265394.38042623055,132118.79411478946,1.0
1247,77611.12741917238,34303.74439061153,164090.86380710843,88414.56310834904,0.0
1248,96824.8853726739,36233.394871641256,295800.1040356171,118893.27226587934,1.0
1249,79088.17747687967,39380.22383599636,446747.2482922489,120332.41409394976,0.0
1250,79564.09111266826,33288.4950005093,193252.977786431,93984.04494238403,0.0
1251,99913.71948382196,30435.24069630663,270493.5863189215,127772.14201265387,1.0
1252,74113.38724471694,28224.29522100521,273125.0223701978,120268.64670883346,0.0
1253,109167.62562342177,38130.626780158986,233532.334448103,118279.2255489459,1.0
1254,99704.30789035287,36320.109123080656,239848.27129631015,111227.22310184108,1.0
1255,78696.22807218462,34213.58925757356,227516.33283190645,95521.9055976344,0.0
1256,123215.04398012851,33681.97340894588,140743.18851635186,122578.12909991166,0.0
1257,94146.78464504264,32401.245552926848,331618.9327181168,138470.9926800952,1.0
1258,80212.42147445977,36452.26403362798,185733.30638433513,79222.60351684122,0.0
1259,97226.17730441979,32373.507387645597,73533.06421431973,89133.17631792741,0.0
1260,65988.79054363997,41047.33513026573,176566.4768717113,56708.50053251397,0.0
1261,88013.98059295144,37011.4367245522,264428.33055639785,105387.05936672825,0.0
1262,79228.49954589161,31480.75460260137,218314.88691889602,103865.89808295046,0.0
1263,93370.38927815693,40027.706595763026,259955.36247329408,109734.23612868025,1.0
1264,75485.64126929345,30329.257509636675,152513.45528114092,89333.8529935868,0.0
1265,78942.50576767379,31534.257572811068,145126.45183058534,78780.68663725308,0.0
1266,78660.25194180424,37066.4952513901,149586.93355588857,77055.76063046802,0.0
1267,105951.73654953342,34247.94161963063,240284.5932974584,126229.73033173895,1.0
1268,106038.69504361432,37871.432316501865,125427.07384271795,80941.95435173277,0.0
1269,99748.89184066773,35011.410224573585,245990.4776986418,110732.05378247664,1.0
1270,76260.8041448502,36500.55101483321,203718.6907429574,77972.0056998664,0.0
1271,83246.45508463637,29413.388401573357,187964.89425885564,116502.57095084101,0.0
1272,67395.86758015137,32646.328419821617,237614.45322028152,95678.84441070023,0.0
1273,98782.17420485927,31730.16404847225,317220.61528714787,143580.38768470194,1.0
1274,88788.85859610341,35529.12581039395,301915.52944017196,114886.6098821767,0.0
1275,51904.43596579537,44280.62116249412,259059.85306841982,48322.164392747756,0.0
1276,68032.2177753082,37841.47540752155,319247.8609926118,98897.99185516516,0.0
1277,97189.89183577106,36806.41767872379,65661.51703714581,71456.30920280603,0.0
1278,70318.63232462497,30990.625797420915,238158.63412090635,110960.31365926014,0.0
1279,112472.54905461482,35727.57706544604,165303.61932533202,113101.2384294586,0.0
1280,72664.37154871575,38767.55219161434,221728.3961945568,69550.95113972295,0.0
1281,99864.5013412476,35281.654978549246,225118.48677078003,117211.22131472113,0.0
1282,104789.063360992,35504.07248280445,188961.50971822883,110777.6700786194,0.0
1283,107493.27233590098,30898.04347438448,288597.7982503248,142799.9296529069,1.0
1284,71658.09035170349,31904.468767400427,265472.2036754322,105099.8810967314,0.0
1285,121788.27183136302,35435.313574361695,255288.01851386906,132058.4253086564,1.0
1286,70285.60206867871,33596.44734433722,269124.9744107268,103091.99883856864,0.0
1287,84706.83081573433,32957.325834378134,204811.39559191503,104709.11227754614,0.0
1288,87075.00589122695,39338.055521149436,281833.6159359087,97896.50139095123,0.0
1289,112124.82256984821,40774.28075883146,244274.7565545202,107024.96493897158,1.0
1290,96317.12909065133,20376.310577964403,198056.60514616585,150576.6856723863,0.0
1291,77290.03059330059,31385.816197816628,214128.90190967455,108535.83589641658,0.0
1292,65536.14564679298,34030.97936077034,188945.18989418718,77310.6605196413,0.0
1293,121772.71314214272,30820.582805095255,231192.79272833143,146470.660585137,0.0
1294,69035.72267767144,37680.920141691546,182697.15482543845,64972.313164510444,0.0
1295,79526.28615491839,33772.812519492196,247100.38519359994,111374.020635453,0.0
1296,80997.622304433,35452.14595074251,290359.8100689849,103348.83925226983,0.0
1297,103722.21806253651,31769.37002731154,309802.5263032193,135638.11114853708,1.0
1298,94053.7102856127,40361.888372183676,193361.57073604982,81112.21730716452,0.0
1299,104478.66621033297,36793.26265948834,394707.86292356823,146548.36042310888,1.0
1300,89072.11006375786,34294.619918747965,316288.9472660006,115046.01835974625,0.0
1301,107295.76813634428,36984.771817724264,109622.90461035928,82272.63635837582,0.0
1302,119980.54587803998,34282.40548351207,314134.73635808245,161500.5677705212,1.0
1303,84473.93480704322,36606.023289786724,149722.8571963026,67825.80919483677,0.0
1304,70842.60819954505,41178.79971392401,193587.55742374583,66131.76411137573,0.0
1305,84193.72227309311,44366.69242230697,323202.97241974005,82777.34666589159,0.0
1306,100669.98659163046,30907.0506774749,228542.0772889806,123171.69174770896,0.0
1307,94890.24569883464,35419.593556922,246627.53387161932,103952.73624116296,1.0
1308,89246.46378045766,32854.63831198655,139562.98314592344,89587.78625993016,0.0
1309,78873.09653259076,34257.71599116766,204829.8051145555,103762.35867327363,0.0
1310,78440.93104770577,38596.05770406053,258758.99001829937,91927.17429723532,0.0
1311,85165.36813539662,29797.894769260038,180364.86960694284,114672.49658146694,0.0
1312,45763.15289357686,32559.785756177895,268918.18863851886,90336.34268487939,0.0
1313,118256.67612308373,34084.124649114354,241244.1634627106,134166.849694213,1.0
1314,87546.6709533013,33482.71587190713,267441.8155562382,111288.61301063224,0.0
1315,70366.34871028522,34897.629618678,247464.25406962712,87434.95697290495,0.0
1316,93108.86686933736,33125.50286852954,256318.545697424,122164.82554184397,1.0
1317,53705.16005457125,34032.96813905935,196892.3021490068,64410.89192309305,0.0
1318,75067.82752064083,36328.30440112001,329750.24734482274,98541.51743684018,0.0
1319,105085.13812294826,37730.296296306566,289693.66376417776,122163.95006452884,1.0
1320,126514.26482157965,37149.516978221654,334062.9007457961,153940.53061865387,1.0
1321,115984.4992246605,23391.710083238064,316966.0493894412,178911.37657707775,1.0
1322,83044.27268666447,38861.817447436006,182491.8732337218,83968.57748169487,0.0
1323,100591.15393007896,32846.386986204525,217057.7949219572,121198.94397869834,0.0
1324,97853.01718662633,36680.945964758626,189221.54235477487,102083.72337083795,0.0
1325,106924.73959316582,38210.28144892742,294107.04993186565,119569.98584708785,1.0
1326,81531.8628932304,40219.67773231986,229161.74291647054,80592.28759386721,0.0
1327,96304.11785810994,37544.819963841146,104615.66719668235,86322.92284157596,0.0
1328,110024.20142279276,32784.07996629531,267166.6955581376,127950.38016441706,1.0
1329,94908.1293362625,33716.136050374334,284892.74138726125,122191.64726912911,1.0
1330,95538.69238427945,30091.50063837608,281797.0502891193,140487.31348137793,1.0
1331,134392.21569030653,34311.47009687757,225638.0718378579,143913.913179891,0.0
1332,97238.33318045607,34231.89822370906,310212.89221185166,127417.66257323226,1.0
1333,98696.71758783053,28585.57497851597,200176.73722239272,127991.96287302292,0.0
1334,87451.48357727146,32576.144468791877,72293.83278259808,92402.92523073601,0.0
1335,79513.75625073806,29625.14996015631,308987.7778970195,127372.90933010478,0.0
1336,95741.05234867411,33620.69888804884,154526.20512464,105928.44306060276,0.0
1337,74093.31075951255,39134.82003696761,252532.55215970485,83045.1336883703,0.0
1338,90151.22360524756,31651.4632985157,238564.48395860952,113385.45109369732,0.0
1339,77740.92799323649,39978.51262086435,159288.09941836068,52731.22018486704,0.0
1340,75611.96176624551,39935.81786085212,226692.21460509626,72672.23621400427,0.0
1341,94154.49286089125,38589.40791399858,191948.41269103784,89853.16517990745,0.0
1342,104443.75280543552,28764.155711546035,256688.18432454532,138162.41835051138,1.0
1343,100715.108123614,34989.26856993092,339147.0660513602,138587.01720799188,1.0
1344,98567.49310948217,32403.813432961888,207842.15820382547,104496.34103794303,0.0
1345,106782.39317194432,37920.55133201622,194450.13896359198,102960.35990227903,0.0
1346,84381.79625413196,32000.567731684456,213673.20718358984,101423.62150792964,0.0
1347,91735.15997449847,32045.042719501693,195479.9064872804,99161.1649971202,0.0
1348,114389.56399501023,32351.213678786957,227467.02632591003,139988.97186454025,0.0
1349,64936.260935901475,37441.76362466246,148898.6524344348,59302.94908331689,0.0
1350,93948.86029372172,35048.68614627404,290926.7288759122,112370.27112595824,1.0
1351,92996.31353291223,35975.1844926911,143089.5143251079,91673.11043165988,0.0
1352,81583.13756611064,34947.137212558286,343674.87609134836,116396.18061888865,0.0
1353,53713.130674830754,36055.80017602367,151767.20918290553,57970.536453974586,0.0
1354,87683.54425756591,34933.244077188705,277920.46718182776,110408.28387620547,0.0
1355,93817.3167101186,32956.309621893124,224854.1906144333,118032.0579719397,0.0
1356,86589.63181476868,32261.51704850955,217239.4826157899,102997.82322869137,0.0
1357,74054.22242267121,32182.383625742714,242126.84881393152,110796.25782329528,0.0
1358,126898.6953833237,35132.79859462372,141679.02705625468,129711.6958069705,0.0
1359,108697.70132213732,37625.53943915139,298409.68381756387,126842.74347852284,1.0
1360,68233.66043947976,38969.42636831226,333869.2563449134,83752.60390081348,0.0
1361,96011.18958952214,34273.91329825437,240820.1335921815,109837.0273584663,1.0
1362,89065.46640951835,33950.719819882914,273655.7463380541,122656.48112836678,0.0
1363,104862.16809964791,31500.860748769825,215239.7677787512,140564.10063457856,0.0
1364,90650.9429272253,34331.87205803754,232868.09454437747,113459.58991947789,0.0
1365,105431.02158109342,36426.63028530656,192587.41477849634,107213.3539583095,0.0
1366,86644.98638568782,38335.40273295131,303437.58788824675,105609.26537018339,0.0
1367,104040.83594724718,23259.988889107735,270886.1614725511,165702.86396884042,1.0
1368,97705.82794080654,40961.18276716601,278292.48367606185,103254.15616448947,1.0
1369,79534.20810983624,30363.581883150928,194311.93491039943,109865.48823007557,0.0
1370,76017.73050781699,40478.92162034335,356996.42419553257,97928.75374038392,0.0
